item_purchased,size,color,category,season,review_rating,purchase_amount,discount_applied,shipping_type,payment_method,customer_id
Headphones,Not Applicable,Green,Electronics,Winter,5.0,297.78,Yes,Express,Cash,4237
Phone,Not Applicable,White,Electronics,Spring,2.9156626506024095,752.5371604938272,Yes,Express,Credit Card,4794
Shoes,M,Red,Footwear,Autumn,4.0,1277.16,Yes,Express,Debit Card,4804
Gloves,Free Size,Yellow,Accessories,Winter,4.9,49.0,Yes,Next Day Air,Debit Card,1287
Gloves,Free Size,Silver,Accessories,Fall,3.0,76.0,Yes,Free Shipping,Cash,1102
Pants,M,Violet,Clothing,Winter,4.0,74.0,Yes,Next Day Air,Bank Transfer,1323
Skirt,L,Violet,Clothing,Fall,2.6,25.0,Yes,Next Day Air,Bank Transfer,1115
Sweater,L,Gold,Clothing,Spring,3.2,81.0,Yes,Next Day Air,PayPal,1656
Skirt,L,Teal,Clothing,Summer,3.2,65.0,No,Free Shipping,Debit Card,3706
Pants,S,Cyan,Clothing,Fall,2.8,30.0,Yes,Express,PayPal,503
Dress,L,Turquoise,Clothing,Summer,4.3,86.0,No,Next Day Air,Bank Transfer,2879
Jewelry,Free Size,Cyan,Accessories,Spring,3.3,42.0,Yes,Store Pickup,Venmo,1150
Dress,M,Teal,Clothing,Spring,3.3,64.0,No,Store Pickup,Bank Transfer,3089
Phone,Not Applicable,Blue,Electronics,Winter,2.0,752.5371604938272,No,Express,Debit Card,4643
Boots,M,Gray,Footwear,Summer,4.8,44.0,No,2-Day Shipping,PayPal,3433
Hat,Free Size,Cyan,Accessories,Winter,3.4,76.0,Yes,Store Pickup,Cash,432
Scarf,Free Size,Brown,Accessories,Fall,3.8,31.0,No,Express,PayPal,2386
Backpack,Free Size,Indigo,Accessories,Summer,4.2,30.0,No,Next Day Air,Cash,2684
Backpack,Free Size,Brown,Accessories,Summer,2.9,31.0,No,Express,PayPal,3024
Pants,M,Orange,Clothing,Winter,4.3,28.0,No,Express,Cash,3492
Gloves,Free Size,Turquoise,Accessories,Spring,3.8,40.0,No,2-Day Shipping,PayPal,2478
Backpack,Free Size,Violet,Accessories,Summer,4.2,40.0,No,Standard,Bank Transfer,2498
Gloves,Free Size,Cyan,Accessories,Fall,4.3,56.0,No,Next Day Air,Cash,3609
Pants,L,Blue,Clothing,Spring,4.3,44.0,Yes,Free Shipping,Venmo,855
Boots,M,Magenta,Footwear,Winter,2.7,67.0,No,Free Shipping,Bank Transfer,3045
Watch,Not Applicable,Green,Electronics,Autumn,3.0759493670886076,662.1159090909091,Yes,Express,Cash,4863
Phone,Not Applicable,Black,Electronics,Spring,4.0,1318.69,Yes,Standard,Cash,4425
Blouse,S,Green,Clothing,Fall,3.8,97.0,No,Express,Venmo,3113
Jewelry,Free Size,Gray,Accessories,Summer,4.2,81.0,No,Next Day Air,Credit Card,1781
Jacket,L,Blue,Outerwear,Spring,4.7,25.0,Yes,2-Day Shipping,Bank Transfer,1453
Hoodie,XL,Magenta,Clothing,Fall,3.8,91.0,No,Store Pickup,Credit Card,2813
Shoes,S,Black,Footwear,Summer,3.5454545454545454,309.93,Yes,Standard,Cash,4360
Sunglasses,Free Size,Cyan,Accessories,Winter,3.1,44.0,Yes,Next Day Air,Bank Transfer,1677
Skirt,M,Maroon,Clothing,Winter,3.6,83.0,No,Next Day Air,Debit Card,2157
Socks,S,Beige,Clothing,Fall,2.8,74.0,No,Express,Venmo,3243
Shirt,S,Black,Clothing,Spring,4.2,34.0,No,Store Pickup,Credit Card,2639
Gloves,Free Size,Turquoise,Accessories,Summer,2.5,40.0,Yes,Standard,Credit Card,979
Bag,Free Size,White,Accessories,Spring,3.159090909090909,737.5294936708862,Yes,Standard,PayPal,4905
Pants,XL,Turquoise,Clothing,Summer,2.8,66.0,No,Express,Cash,3164
Hoodie,M,Green,Clothing,Spring,4.8,100.0,No,Free Shipping,Bank Transfer,3838
Socks,M,Charcoal,Clothing,Winter,3.7,25.0,No,Next Day Air,Debit Card,2372
Hoodie,L,Maroon,Clothing,Summer,3.8,24.0,No,Free Shipping,Venmo,3385
Bag,Free Size,Green,Accessories,Summer,5.0,82.06,Yes,Standard,Cash,4561
Jacket,L,Gray,Outerwear,Summer,4.6,93.0,No,Free Shipping,PayPal,3834
Jacket,M,Cyan,Outerwear,Fall,2.7,45.0,No,Free Shipping,Bank Transfer,3642
Backpack,Free Size,Gray,Accessories,Fall,2.8,30.0,No,Standard,Cash,3678
Sweater,L,Orange,Clothing,Summer,3.7,85.0,Yes,Standard,Debit Card,373
Bag,Free Size,Blue,Accessories,Summer,3.0,1002.35,No,Express,Cash,4625
Shorts,M,Black,Clothing,Fall,2.8,40.0,No,Next Day Air,Bank Transfer,3256
Jacket,M,Gold,Outerwear,Fall,3.3,24.0,No,Standard,Cash,2795
Socks,XL,Purple,Clothing,Winter,4.6,51.0,No,2-Day Shipping,Credit Card,2138
Shirt,L,Black,Clothing,Summer,3.4741258741258743,261.1362046204621,Yes,Express,Credit Card,4591
Laptop,Not Applicable,Black,Electronics,Spring,3.1515151515151514,809.5398611111111,No,Standard,Cash,4738
Pants,M,Cyan,Clothing,Winter,4.4,82.0,No,Store Pickup,Venmo,3475
Gloves,Free Size,Violet,Accessories,Summer,3.7,26.0,No,Store Pickup,PayPal,1791
Belt,Free Size,Charcoal,Accessories,Winter,3.7,21.0,Yes,Standard,Venmo,846
Jewelry,Free Size,Peach,Accessories,Fall,2.7,31.0,No,Free Shipping,Venmo,2110
Hat,Free Size,Yellow,Accessories,Summer,4.7,82.0,Yes,Express,Debit Card,685
Sandals,M,Red,Footwear,Winter,2.5,45.0,Yes,Free Shipping,Credit Card,747
Hat,Free Size,Yellow,Accessories,Summer,3.5,46.0,Yes,Standard,Credit Card,775
Headphones,Not Applicable,Green,Electronics,Autumn,1.0,825.1690217391305,No,Standard,Credit Card,4316
Sweater,M,Orange,Clothing,Winter,3.7,97.0,Yes,Standard,Bank Transfer,1329
Jewelry,Free Size,Peach,Accessories,Summer,2.6,50.0,Yes,Next Day Air,PayPal,438
Shoes,M,Black,Footwear,Autumn,3.5454545454545454,277.3683027522936,No,Express,Credit Card,4450
Blouse,M,Violet,Clothing,Winter,2.6,32.0,No,Next Day Air,Venmo,3645
Shoes,L,Maroon,Footwear,Summer,2.6,96.0,Yes,Express,Credit Card,82
Phone,Not Applicable,Blue,Electronics,Spring,2.9156626506024095,719.91,Yes,Standard,Debit Card,4846
Hat,Free Size,Peach,Accessories,Fall,3.2,62.0,No,Free Shipping,Cash,3712
Shorts,M,Lavender,Clothing,Spring,3.6,72.0,No,Express,Credit Card,2468
Phone,Not Applicable,Red,Electronics,Summer,2.0,1067.74,No,Standard,Credit Card,4886
Shorts,L,Cyan,Clothing,Summer,5.0,56.0,Yes,Standard,Bank Transfer,28
Phone,Not Applicable,Red,Electronics,Spring,1.0,752.5371604938272,No,Express,Credit Card,4579
Shoes,M,Black,Footwear,Summer,3.0,277.3683027522936,No,Standard,Credit Card,4567
Gloves,Free Size,Orange,Accessories,Fall,4.7,22.0,No,Next Day Air,Bank Transfer,2935
Jewelry,Free Size,Purple,Accessories,Spring,5.0,78.0,Yes,Store Pickup,Bank Transfer,375
Pants,S,Magenta,Clothing,Summer,4.8,71.0,No,2-Day Shipping,Venmo,1679
Handbag,Free Size,Gray,Accessories,Spring,4.9,23.0,No,Standard,Bank Transfer,3293
Watch,Not Applicable,Black,Electronics,Autumn,3.0759493670886076,116.74,No,Express,PayPal,4996
Sunglasses,Free Size,Olive,Accessories,Spring,4.9,27.0,No,Express,Credit Card,2695
Shirt,M,Red,Clothing,Summer,4.0,261.1362046204621,Yes,Standard,Cash,4250
Hat,Free Size,Beige,Accessories,Winter,4.8,77.0,No,Free Shipping,Venmo,1838
Gloves,Free Size,Yellow,Accessories,Summer,3.4,23.0,Yes,Next Day Air,Bank Transfer,449
Shirt,M,Pink,Clothing,Winter,3.8,62.0,Yes,Express,PayPal,815
Bag,Free Size,Green,Accessories,Winter,3.159090909090909,737.5294936708862,No,Standard,Debit Card,4120
Dress,M,Olive,Clothing,Summer,3.7,99.0,No,Store Pickup,Venmo,3007
Sneakers,S,Charcoal,Footwear,Summer,4.8,90.0,Yes,2-Day Shipping,Venmo,1463
Handbag,Free Size,Brown,Accessories,Fall,4.3,90.0,No,Free Shipping,Cash,3156
Sweater,M,Black,Clothing,Fall,4.7,81.0,No,Express,Credit Card,3245
Shoes,L,Indigo,Footwear,Winter,3.1,74.0,No,2-Day Shipping,Bank Transfer,3661
Shirt,L,Orange,Clothing,Spring,2.9,38.0,No,Standard,Venmo,2518
Bag,Free Size,Red,Accessories,Spring,1.0,1246.93,No,Standard,Credit Card,4496
Shirt,L,Teal,Clothing,Spring,2.6,31.0,Yes,Free Shipping,Debit Card,840
Dress,L,Olive,Clothing,Spring,4.0,24.0,Yes,2-Day Shipping,Credit Card,640
Laptop,Not Applicable,Green,Electronics,Autumn,3.1515151515151514,809.5398611111111,Yes,Standard,PayPal,5011
Shorts,M,Olive,Clothing,Spring,4.2,42.0,No,Store Pickup,Cash,3866
T-shirt,M,Silver,Clothing,Summer,3.1,23.0,No,2-Day Shipping,PayPal,3333
Shirt,L,Red,Clothing,Autumn,1.0,1322.78,Yes,Express,PayPal,4482
Pants,M,Red,Clothing,Spring,4.2,56.0,Yes,Standard,Debit Card,907
Shorts,L,Gold,Clothing,Spring,4.4,74.0,Yes,Next Day Air,Bank Transfer,748
Sunglasses,Free Size,White,Accessories,Summer,3.1,21.0,Yes,Express,PayPal,1403
Shirt,L,White,Clothing,Summer,2.0,238.88,Yes,Standard,Cash,4361
Shoes,L,Violet,Footwear,Summer,4.7,91.0,No,Express,PayPal,1982
Backpack,Free Size,Olive,Accessories,Fall,3.3,24.0,No,Standard,Venmo,2418
Bag,Free Size,Red,Accessories,Winter,1.0,316.21,No,Express,Debit Card,4074
Gloves,Free Size,Olive,Accessories,Spring,4.6,84.0,No,Standard,Bank Transfer,2159
Blouse,S,Silver,Clothing,Spring,3.3,88.0,Yes,Next Day Air,Venmo,1630
Headphones,Not Applicable,Blue,Electronics,Summer,4.0,685.22,Yes,Express,Cash,4790
Backpack,Free Size,Maroon,Accessories,Summer,4.0,50.0,No,2-Day Shipping,Venmo,3290
Blouse,L,Silver,Clothing,Summer,3.1,32.0,Yes,Next Day Air,Credit Card,1304
Handbag,Free Size,Purple,Accessories,Spring,4.6,29.0,No,Standard,PayPal,3146
Scarf,Free Size,Lavender,Accessories,Spring,2.8,21.0,No,Express,Bank Transfer,3016
Shorts,M,Brown,Clothing,Winter,3.3,51.0,Yes,2-Day Shipping,Bank Transfer,410
Sunglasses,Free Size,Maroon,Accessories,Fall,2.7,98.0,Yes,Express,Cash,101
T-shirt,M,Yellow,Clothing,Winter,3.2,76.0,No,Standard,Cash,3222
Backpack,Free Size,Black,Accessories,Winter,4.6,64.0,Yes,Store Pickup,Debit Card,549
Shoes,M,Gold,Footwear,Summer,4.8,21.0,Yes,Express,Venmo,1157
Shirt,XL,Gray,Clothing,Fall,3.0,30.0,Yes,Free Shipping,Venmo,1511
Blouse,M,Purple,Clothing,Spring,2.8,84.0,No,Standard,Cash,1921
Sweater,L,Pink,Clothing,Fall,3.8,36.0,Yes,Express,Cash,1445
Socks,L,Pink,Clothing,Summer,4.4,76.0,Yes,Free Shipping,Cash,1525
Shorts,S,Cyan,Clothing,Spring,3.9,56.0,No,Free Shipping,Bank Transfer,2979
Boots,L,Teal,Footwear,Spring,4.2,26.0,Yes,Standard,Debit Card,600
Boots,XL,Olive,Footwear,Fall,4.8,96.0,No,Express,Bank Transfer,2662
Shorts,M,Magenta,Clothing,Summer,2.7,24.0,Yes,Express,Venmo,938
Hoodie,M,Gold,Clothing,Fall,3.1,88.0,No,Free Shipping,PayPal,3751
Sweater,M,Turquoise,Clothing,Fall,4.0,32.0,No,Next Day Air,Venmo,2171
Headphones,Not Applicable,White,Electronics,Spring,3.1139240506329116,19.69,Yes,Standard,Cash,4225
Skirt,S,Red,Clothing,Spring,3.2,62.0,Yes,Express,Cash,1171
Bag,Free Size,Blue,Accessories,Summer,3.159090909090909,737.5294936708862,Yes,Standard,Debit Card,4343
Bag,Free Size,White,Accessories,Spring,3.0,737.5294936708862,No,Express,Debit Card,4023
T-shirt,S,Magenta,Clothing,Spring,2.9,45.0,Yes,Store Pickup,Credit Card,219
Sunglasses,Free Size,Red,Accessories,Fall,3.9,74.0,No,Next Day Air,Debit Card,3360
Handbag,Free Size,Violet,Accessories,Fall,4.0,41.0,No,Next Day Air,Venmo,3505
Sweater,S,Turquoise,Clothing,Fall,4.5,32.0,Yes,Standard,PayPal,1276
Boots,L,Yellow,Footwear,Fall,4.1,40.0,No,Standard,Credit Card,2775
Shirt,L,Orange,Clothing,Summer,4.9,36.0,Yes,Express,Cash,1369
Shirt,L,Red,Clothing,Winter,4.0,261.1362046204621,No,Standard,Cash,5072
Shorts,S,Gray,Clothing,Fall,2.7,72.0,Yes,Free Shipping,Debit Card,1608
Hoodie,M,Gold,Clothing,Winter,2.9,38.0,No,2-Day Shipping,Credit Card,1946
Blouse,M,Violet,Clothing,Spring,4.4,78.0,No,Free Shipping,PayPal,2188
Shoes,S,Teal,Footwear,Winter,3.3,72.0,No,Free Shipping,PayPal,1725
Belt,Free Size,Yellow,Accessories,Winter,2.5,42.0,Yes,2-Day Shipping,Venmo,483
Belt,Free Size,Blue,Accessories,Summer,4.4,54.0,Yes,2-Day Shipping,Bank Transfer,520
Hat,Free Size,Gold,Accessories,Spring,3.2,41.0,No,Free Shipping,PayPal,3823
Dress,L,Peach,Clothing,Winter,4.7,30.0,No,Free Shipping,Bank Transfer,3892
Headphones,Not Applicable,Black,Electronics,Autumn,3.1139240506329116,742.32,No,Standard,Cash,4766
Jewelry,Free Size,Peach,Accessories,Spring,4.4,63.0,No,Standard,Venmo,2948
Pants,L,Purple,Clothing,Spring,2.8,77.0,No,Free Shipping,Bank Transfer,2947
Coat,S,Green,Outerwear,Winter,4.4,35.0,Yes,Store Pickup,PayPal,594
Shoes,L,Turquoise,Footwear,Winter,2.6,20.0,Yes,Store Pickup,Venmo,851
Pants,L,Black,Clothing,Spring,3.7199999999999998,80.0,Yes,Standard,Cash,357
Blouse,M,Magenta,Clothing,Fall,3.1,96.0,No,Next Day Air,Bank Transfer,2828
Jacket,S,Indigo,Outerwear,Fall,4.4,32.0,No,Standard,Cash,3129
Jewelry,Free Size,Magenta,Accessories,Winter,3.0,60.0,No,Standard,Cash,3849
Belt,Free Size,Teal,Accessories,Fall,3.5,65.0,No,Standard,PayPal,3013
Shirt,M,Black,Clothing,Winter,3.4741258741258743,261.1362046204621,Yes,Standard,Cash,4820
Pants,M,Cyan,Clothing,Spring,3.6,30.0,Yes,Express,Cash,998
Hoodie,M,Olive,Clothing,Winter,3.4,58.0,Yes,Next Day Air,Bank Transfer,565
Dress,L,Beige,Clothing,Summer,4.7,89.0,No,2-Day Shipping,Cash,2087
Shoes,M,Indigo,Footwear,Spring,2.7,65.0,No,Store Pickup,Venmo,3703
Skirt,M,Orange,Clothing,Fall,2.8,45.0,No,Next Day Air,PayPal,3355
Headphones,Not Applicable,Red,Electronics,Winter,1.0,243.4,Yes,Standard,Cash,4197
Sneakers,S,Silver,Footwear,Fall,4.0,68.0,No,Express,PayPal,2339
Shoes,L,Blue,Footwear,Spring,1.0,277.3683027522936,Yes,Standard,Cash,4947
Handbag,Free Size,Charcoal,Accessories,Summer,3.6,23.0,Yes,Free Shipping,Debit Card,1233
Sweater,L,Olive,Clothing,Spring,4.6,29.0,Yes,Standard,Venmo,489
Sweater,M,Orange,Clothing,Spring,3.770440251572327,20.0,Yes,Express,Cash,1125
Belt,Free Size,Maroon,Accessories,Spring,4.9,80.0,Yes,Next Day Air,Credit Card,1043
Sweater,L,Lavender,Clothing,Spring,4.8,26.0,Yes,2-Day Shipping,Credit Card,411
Coat,M,Magenta,Outerwear,Summer,2.7,90.0,No,Free Shipping,PayPal,3216
Bag,Free Size,Blue,Accessories,Winter,3.0,1170.25,Yes,Express,Debit Card,4799
Dress,XL,Magenta,Clothing,Winter,3.0,33.0,No,2-Day Shipping,Cash,2842
Backpack,Free Size,Gold,Accessories,Spring,4.4,76.0,No,Standard,Bank Transfer,2262
T-shirt,S,Orange,Clothing,Winter,3.3,32.0,No,Express,Bank Transfer,2346
Jewelry,Free Size,White,Accessories,Summer,3.1,75.0,Yes,Express,Credit Card,267
Hoodie,L,Violet,Clothing,Summer,3.4,32.0,Yes,Free Shipping,Bank Transfer,1642
Shoes,M,White,Footwear,Autumn,3.5454545454545454,638.81,No,Express,PayPal,4427
Pants,M,Gray,Clothing,Fall,3.5,74.0,No,Standard,Credit Card,2556
Jewelry,Free Size,Peach,Accessories,Winter,4.5,57.0,No,Next Day Air,Bank Transfer,2425
Phone,Not Applicable,Green,Electronics,Autumn,5.0,571.08,No,Standard,Debit Card,4748
Laptop,Not Applicable,Blue,Electronics,Autumn,1.0,809.5398611111111,Yes,Standard,Debit Card,4565
Bag,Free Size,Green,Accessories,Winter,2.0,253.94,Yes,Standard,Debit Card,4544
Socks,S,Silver,Clothing,Spring,3.7664516129032255,57.0,Yes,2-Day Shipping,Credit Card,830
Hoodie,L,Brown,Clothing,Winter,4.6,70.0,Yes,2-Day Shipping,Credit Card,1264
Watch,Not Applicable,White,Electronics,Autumn,1.0,662.1159090909091,No,Express,Cash,4523
Backpack,Free Size,Turquoise,Accessories,Summer,4.5,33.0,Yes,Next Day Air,Debit Card,1565
Jeans,XL,Yellow,Clothing,Summer,2.7,93.0,No,2-Day Shipping,Cash,2735
Gloves,Free Size,Teal,Accessories,Fall,4.4,93.0,No,2-Day Shipping,Bank Transfer,2981
Dress,M,Indigo,Clothing,Summer,3.3,59.0,No,Standard,Credit Card,2625
Sandals,S,Blue,Footwear,Summer,2.7,20.0,Yes,Express,PayPal,639
Jacket,M,Orange,Outerwear,Winter,4.3,81.0,No,Free Shipping,Bank Transfer,2399
Shirt,XL,Maroon,Clothing,Winter,3.5,89.0,Yes,Store Pickup,Debit Card,441
Jacket,M,Teal,Outerwear,Fall,3.5,75.0,Yes,2-Day Shipping,Bank Transfer,974
Jewelry,Free Size,Maroon,Accessories,Winter,4.9,23.0,No,Free Shipping,PayPal,3738
Socks,XL,Magenta,Clothing,Spring,4.4,55.0,No,Standard,Credit Card,3272
Socks,M,Brown,Clothing,Summer,3.9,49.0,Yes,2-Day Shipping,Cash,1199
Jacket,M,Purple,Outerwear,Spring,3.3,26.0,No,Standard,Cash,2428
Skirt,M,Gray,Clothing,Spring,2.5,48.0,No,Free Shipping,PayPal,2009
Backpack,Free Size,Yellow,Accessories,Summer,3.5,82.0,No,Next Day Air,Credit Card,2886
Headphones,Not Applicable,White,Electronics,Summer,3.1139240506329116,825.1690217391305,No,Express,Debit Card,4040
Belt,Free Size,Olive,Accessories,Summer,3.3,62.0,Yes,Store Pickup,PayPal,551
Pants,M,Orange,Clothing,Fall,3.4,45.0,No,2-Day Shipping,Cash,1999
Bag,Free Size,Red,Accessories,Winter,3.159090909090909,468.46,No,Standard,Credit Card,4630
Shoes,M,Black,Footwear,Autumn,3.0,1426.64,Yes,Standard,Cash,4003
T-shirt,L,Maroon,Clothing,Spring,3.2,45.0,Yes,Free Shipping,Bank Transfer,536
Jacket,L,Orange,Outerwear,Spring,2.8,45.0,No,Free Shipping,PayPal,3783
Sweater,M,Gray,Clothing,Spring,3.1,86.0,Yes,Next Day Air,PayPal,125
Coat,S,Charcoal,Outerwear,Winter,4.3,100.0,No,Next Day Air,Venmo,3322
Belt,Free Size,Green,Accessories,Winter,3.5,25.0,No,Next Day Air,PayPal,2074
Scarf,Free Size,Silver,Accessories,Summer,4.2,32.0,No,Next Day Air,Credit Card,2539
Sweater,S,Pink,Clothing,Fall,3.9,72.0,Yes,Next Day Air,Credit Card,1475
Hat,Free Size,Magenta,Accessories,Fall,4.3,48.0,No,Free Shipping,Cash,3345
Sunglasses,Free Size,Cyan,Accessories,Winter,3.7,89.0,Yes,Free Shipping,Debit Card,236
T-shirt,XL,Maroon,Clothing,Fall,4.4,36.0,No,Free Shipping,Credit Card,3341
Belt,Free Size,Blue,Accessories,Winter,3.3,92.0,No,Free Shipping,PayPal,2727
Hat,Free Size,Silver,Accessories,Winter,4.0,71.0,No,Free Shipping,Venmo,3844
Headphones,Not Applicable,Green,Electronics,Summer,1.0,964.07,Yes,Standard,Debit Card,4284
Hat,Free Size,Magenta,Accessories,Summer,4.4,68.0,Yes,Store Pickup,Bank Transfer,222
Shoes,L,White,Footwear,Summer,1.0,277.3683027522936,Yes,Express,Debit Card,4979
Belt,Free Size,Turquoise,Accessories,Spring,5.0,55.0,Yes,2-Day Shipping,Cash,1540
Jeans,L,Olive,Clothing,Spring,4.5,73.0,No,Standard,Credit Card,3463
Shirt,M,Turquoise,Clothing,Summer,3.0,29.0,No,Express,Debit Card,2026
Shoes,M,Green,Footwear,Summer,3.4,78.0,Yes,Free Shipping,Credit Card,985
Pants,S,Indigo,Clothing,Fall,4.7,36.0,No,Store Pickup,Bank Transfer,2594
Shoes,S,Maroon,Footwear,Summer,3.9,96.0,No,Express,Bank Transfer,2253
Belt,Free Size,Beige,Accessories,Spring,4.1,81.0,Yes,Store Pickup,PayPal,1176
Handbag,Free Size,Purple,Accessories,Fall,3.5,68.0,Yes,Standard,Credit Card,834
Phone,Not Applicable,Blue,Electronics,Autumn,2.0,1192.93,No,Standard,Debit Card,4764
Sneakers,S,Orange,Footwear,Fall,4.9,96.0,No,2-Day Shipping,Venmo,3511
Jacket,L,Orange,Outerwear,Summer,3.6,39.0,No,Store Pickup,Venmo,3307
Skirt,M,Indigo,Clothing,Spring,3.4,35.0,Yes,Free Shipping,PayPal,1291
Scarf,Free Size,Orange,Accessories,Fall,3.3,34.0,No,Free Shipping,Bank Transfer,2078
Bag,Free Size,Green,Accessories,Winter,4.0,737.5294936708862,Yes,Express,Cash,4401
Handbag,Free Size,Brown,Accessories,Winter,4.4,95.0,No,Express,Bank Transfer,2315
Boots,XL,Orange,Footwear,Winter,4.2,97.0,Yes,Free Shipping,Cash,1438
Sandals,L,Charcoal,Footwear,Summer,3.3,53.0,Yes,Next Day Air,Venmo,246
Jewelry,Free Size,Yellow,Accessories,Fall,4.2,91.0,Yes,Express,Bank Transfer,762
Shirt,M,Silver,Clothing,Summer,4.5,64.0,Yes,Standard,Cash,1295
Jeans,L,Teal,Clothing,Summer,4.4,30.0,Yes,Next Day Air,Bank Transfer,1045
Hoodie,XL,Turquoise,Clothing,Winter,3.4,89.0,No,Free Shipping,Credit Card,1889
Jewelry,Free Size,Teal,Accessories,Fall,4.2,77.0,Yes,Free Shipping,Cash,1582
Phone,Not Applicable,Green,Electronics,Spring,2.9156626506024095,752.5371604938272,No,Standard,Debit Card,4537
Sandals,S,Violet,Footwear,Winter,2.7,36.0,Yes,Free Shipping,Bank Transfer,684
Shoes,M,Lavender,Footwear,Summer,3.2,24.0,Yes,Next Day Air,Bank Transfer,504
Gloves,Free Size,Charcoal,Accessories,Fall,3.8,27.0,Yes,Store Pickup,Bank Transfer,160
Boots,XL,Pink,Footwear,Spring,4.1,79.0,No,Next Day Air,Venmo,2788
Shoes,M,White,Footwear,Autumn,2.0,890.97,No,Express,PayPal,4209
Headphones,Not Applicable,Green,Electronics,Winter,3.1139240506329116,943.94,No,Express,Credit Card,4298
T-shirt,L,Pink,Clothing,Winter,3.4,96.0,No,2-Day Shipping,PayPal,1719
T-shirt,L,Orange,Clothing,Fall,4.7,92.0,Yes,Standard,Venmo,746
Jeans,M,Gold,Clothing,Fall,4.3,41.0,No,Store Pickup,Bank Transfer,3606
Dress,S,Black,Clothing,Fall,3.9,88.0,Yes,Standard,Bank Transfer,397
Gloves,Free Size,Beige,Accessories,Spring,4.4,91.0,No,Next Day Air,Cash,1887
Sweater,L,Orange,Clothing,Spring,2.6,56.0,No,Store Pickup,PayPal,3034
T-shirt,L,Olive,Clothing,Fall,4.5,59.0,No,Express,PayPal,3062
Watch,Not Applicable,Blue,Electronics,Autumn,3.0759493670886076,662.1159090909091,No,Express,Cash,4051
Dress,M,Green,Clothing,Winter,3.4,84.0,Yes,Next Day Air,Credit Card,305
Jacket,L,Teal,Outerwear,Fall,4.0,36.0,No,Express,Debit Card,2123
Laptop,Not Applicable,Blue,Electronics,Spring,3.1515151515151514,809.5398611111111,No,Standard,PayPal,4149
Skirt,M,Black,Clothing,Summer,4.5,100.0,No,Standard,PayPal,2959
Hat,Free Size,Maroon,Accessories,Summer,4.3,38.0,Yes,Standard,Debit Card,1391
Socks,S,Indigo,Clothing,Fall,3.6,43.0,No,Store Pickup,Venmo,2566
Belt,Free Size,Olive,Accessories,Fall,2.6,51.0,No,2-Day Shipping,Cash,3292
Shoes,M,Green,Footwear,Spring,3.5454545454545454,277.3683027522936,Yes,Standard,PayPal,4320
Shirt,M,Olive,Clothing,Winter,2.6,96.0,Yes,2-Day Shipping,Bank Transfer,80
Shoes,L,Yellow,Footwear,Winter,4.8,35.0,Yes,Express,Venmo,1460
Dress,M,Charcoal,Clothing,Fall,4.7,83.0,Yes,Express,Credit Card,664
Boots,M,Lavender,Footwear,Summer,3.9,88.0,Yes,Next Day Air,Credit Card,197
Shoes,S,Gold,Footwear,Fall,4.8,73.0,No,Standard,Credit Card,2028
T-shirt,M,Lavender,Clothing,Winter,3.7,62.0,Yes,2-Day Shipping,Venmo,289
Gloves,Free Size,Indigo,Accessories,Fall,3.3,63.0,Yes,Express,PayPal,1330
Gloves,Free Size,Violet,Accessories,Fall,3.4,50.0,Yes,Free Shipping,Cash,761
Shoes,S,Gray,Footwear,Fall,4.9,51.0,Yes,Express,Venmo,377
Jeans,M,White,Clothing,Winter,2.6,39.0,Yes,Store Pickup,Credit Card,1141
Watch,Not Applicable,White,Electronics,Winter,3.0759493670886076,662.1159090909091,No,Standard,Credit Card,4697
Backpack,Free Size,Beige,Accessories,Winter,2.5,67.0,Yes,Standard,Cash,319
Jacket,XL,Green,Outerwear,Fall,4.8,86.0,No,2-Day Shipping,Bank Transfer,3611
Headphones,Not Applicable,White,Electronics,Winter,3.1139240506329116,825.1690217391305,No,Express,Credit Card,4566
Sweater,M,Blue,Clothing,Winter,2.6,41.0,No,Express,PayPal,3695
Scarf,Free Size,Yellow,Accessories,Summer,2.9,53.0,No,Standard,Venmo,1847
Backpack,Free Size,White,Accessories,Spring,4.5,49.0,No,Store Pickup,Bank Transfer,3897
Blouse,L,Gray,Clothing,Winter,3.1,53.0,Yes,Express,Venmo,1
Sandals,S,Turquoise,Footwear,Fall,4.0,74.0,Yes,2-Day Shipping,Venmo,1536
Coat,L,Charcoal,Outerwear,Spring,2.9,72.0,Yes,Standard,Venmo,1077
Skirt,M,Turquoise,Clothing,Fall,3.9,64.0,Yes,Standard,Credit Card,1260
Skirt,L,Peach,Clothing,Spring,2.5,57.0,No,Next Day Air,Bank Transfer,1890
Scarf,Free Size,Green,Accessories,Summer,2.8,36.0,Yes,Standard,Venmo,1646
Watch,Not Applicable,Blue,Electronics,Autumn,3.0759493670886076,921.94,Yes,Standard,Credit Card,4520
Laptop,Not Applicable,White,Electronics,Spring,4.0,390.76,Yes,Express,Debit Card,5034
Shoes,XL,Blue,Footwear,Autumn,3.5454545454545454,347.55,No,Standard,Credit Card,4411
Skirt,M,Black,Clothing,Spring,4.8,21.0,Yes,Standard,Debit Card,1178
Skirt,XL,Green,Clothing,Spring,4.8,33.0,No,Standard,PayPal,1954
