item_purchased,size,color,category,season,review_rating,purchase_amount,discount_applied,shipping_type,payment_method,customer_id,age,gender,subscription_status,previous_purchases,frequency_of_purchases,location
Gloves,Free Size,Gold,Accessories,Summer,2.7,53.0,No,Next Day Air,Bank Transfer,1952,33.0,Male,No,32.0,Bi-Weekly,Connecticut
Shoes,S,Red,Footwear,Winter,3.5454545454545454,277.3683027522936,No,Standard,PayPal,4552,57.0,Male,No,0.0,Quarterly,New York
Coat,S,Beige,Outerwear,Summer,3.9,90.0,Yes,Next Day Air,Debit Card,1645,68.0,Male,No,21.0,Monthly,North Carolina
T-shirt,L,Cyan,Clothing,Summer,3.9,80.0,Yes,Free Shipping,Debit Card,510,41.0,Male,Yes,17.0,Weekly,Delaware
Hat,Free Size,Magenta,Accessories,Winter,3.2,48.0,No,Next Day Air,PayPal,2854,37.0,Female,No,9.0,Weekly,Pennsylvania
Scarf,Free Size,Silver,Accessories,Spring,4.1,32.0,Yes,Standard,Credit Card,378,63.0,Male,Yes,39.0,Every 3 Months,Maine
Dress,M,Purple,Clothing,Winter,3.6,94.0,Yes,Standard,PayPal,827,54.0,Male,Yes,36.0,Weekly,Massachusetts
Shirt,M,Black,Clothing,Autumn,5.0,450.41,Yes,Standard,Cash,4571,40.0,Other,Yes,0.0,Quarterly,New York
Coat,L,Magenta,Outerwear,Summer,3.5,32.0,Yes,2-Day Shipping,Debit Card,546,33.0,Male,Yes,48.0,Annually,Alabama
Blouse,S,Brown,Clothing,Summer,4.0,94.0,No,Standard,Bank Transfer,2085,32.0,Male,No,43.0,Quarterly,Vermont
Skirt,M,Gray,Clothing,Summer,4.4,88.0,Yes,Store Pickup,Debit Card,641,53.0,Male,Yes,28.0,Fortnightly,Minnesota
Watch,Not Applicable,Green,Electronics,Summer,2.0,662.1159090909091,Yes,Standard,Credit Card,5037,41.0,Female,Yes,0.0,Monthly,New York
Phone,Not Applicable,Red,Electronics,Winter,2.9156626506024095,854.96,Yes,Standard,PayPal,4843,22.0,Female,No,32.0,Quarterly,Los Angeles
Backpack,Free Size,Pink,Accessories,Fall,4.3,22.0,No,Express,Bank Transfer,1771,53.0,Male,No,34.0,Weekly,Michigan
T-shirt,M,Silver,Clothing,Summer,4.8,64.0,No,Next Day Air,Credit Card,1861,18.0,Male,No,4.0,Monthly,Kansas
Headphones,Not Applicable,Blue,Electronics,Winter,3.0,825.1690217391305,Yes,Standard,Debit Card,4011,50.0,Female,No,0.0,Quarterly,Los Angeles
Sweater,M,Yellow,Clothing,Fall,3.8,72.0,No,Express,Debit Card,2915,45.0,Female,No,1.0,Bi-Weekly,Pennsylvania
Watch,Not Applicable,Green,Electronics,Autumn,4.0,585.1,Yes,Express,Credit Card,5009,35.0,Male,Yes,41.0,Quarterly,New York
Shoes,M,White,Footwear,Autumn,3.5454545454545454,758.1,No,Standard,PayPal,5083,42.0,Other,No,48.0,Quarterly,Houston
Belt,Free Size,Teal,Accessories,Summer,4.3,20.0,No,2-Day Shipping,Credit Card,2990,46.0,Female,No,6.0,Weekly,Rhode Island
Shoes,M,White,Footwear,Spring,1.0,1438.53,Yes,Standard,Cash,4079,28.0,Male,Yes,15.0,Monthly,Chicago
Handbag,Free Size,Silver,Accessories,Fall,3.4,33.0,No,2-Day Shipping,Bank Transfer,2056,28.0,Male,No,28.0,Weekly,Texas
Blouse,S,Purple,Clothing,Spring,5.0,96.0,No,Express,Cash,1994,32.0,Male,No,17.0,Weekly,Arkansas
Bag,Free Size,Green,Accessories,Winter,3.159090909090909,737.5294936708862,No,Express,Cash,4257,60.0,Other,Yes,11.0,Quarterly,Houston
Jacket,L,Brown,Outerwear,Winter,3.1,67.0,No,Standard,Debit Card,2347,22.0,Male,No,46.0,Fortnightly,New Mexico
Backpack,Free Size,Green,Accessories,Fall,3.3,96.0,No,Standard,PayPal,3063,51.0,Female,No,39.0,Monthly,California
Jacket,XL,Purple,Outerwear,Winter,3.7,95.0,No,Express,Credit Card,1967,67.0,Male,No,5.0,Fortnightly,Indiana
Backpack,Free Size,Violet,Accessories,Summer,3.7,68.0,No,Free Shipping,Credit Card,2131,25.0,Male,No,33.0,Annually,Arizona
Phone,Not Applicable,Green,Electronics,Autumn,2.9156626506024095,495.98,No,Standard,Debit Card,4171,23.0,Male,Yes,0.0,Weekly,Phoenix
Handbag,Free Size,Gray,Accessories,Spring,4.7,21.0,Yes,Store Pickup,PayPal,818,25.0,Male,Yes,30.0,Fortnightly,Nevada
Hat,Free Size,Cyan,Accessories,Winter,3.5,94.0,No,Express,Bank Transfer,3336,44.0,Female,No,48.0,Quarterly,Texas
T-shirt,L,Green,Clothing,Summer,2.9,78.0,No,Express,PayPal,2100,31.0,Male,No,50.0,Annually,Oklahoma
Jeans,M,Peach,Clothing,Winter,3.2,76.0,Yes,Store Pickup,PayPal,383,28.0,Male,Yes,47.0,Quarterly,California
Laptop,Not Applicable,Green,Electronics,Spring,2.0,1366.1,Yes,Standard,Debit Card,4991,29.0,Other,Yes,0.0,Weekly,Los Angeles
Skirt,L,Gold,Clothing,Winter,2.9,100.0,Yes,Next Day Air,PayPal,1592,18.0,Male,No,24.0,Annually,South Dakota
Shoes,L,Green,Footwear,Spring,3.5454545454545454,277.3683027522936,Yes,Standard,Debit Card,4077,33.0,Male,No,40.0,Weekly,New York
Sunglasses,Free Size,Lavender,Accessories,Winter,2.6,76.0,No,Store Pickup,Bank Transfer,3127,57.0,Female,No,28.0,Bi-Weekly,Maine
Sandals,S,Black,Footwear,Spring,2.7,54.0,No,Store Pickup,Bank Transfer,3759,61.0,Female,No,23.0,Quarterly,Indiana
Skirt,M,Gray,Clothing,Fall,2.6,36.0,No,Standard,Venmo,1877,54.0,Male,No,20.0,Quarterly,Illinois
Watch,Not Applicable,White,Electronics,Winter,3.0,662.1159090909091,Yes,Standard,Debit Card,4896,24.0,Female,No,0.0,Quarterly,New York
Pants,M,Teal,Clothing,Fall,4.3,44.0,Yes,Next Day Air,Cash,1564,68.0,Male,No,8.0,Weekly,Kansas
Shirt,S,Brown,Clothing,Fall,4.1,93.0,Yes,Standard,Venmo,1610,33.0,Male,No,3.0,Monthly,Nevada
Shoes,M,Purple,Footwear,Summer,3.5,64.0,Yes,2-Day Shipping,Bank Transfer,148,63.0,Male,Yes,31.0,Fortnightly,Idaho
Belt,Free Size,Charcoal,Accessories,Summer,4.8,49.0,No,Free Shipping,Credit Card,2946,32.0,Female,No,1.0,Every 3 Months,Delaware
Gloves,Free Size,Gray,Accessories,Fall,2.6,90.0,Yes,Store Pickup,Debit Card,149,37.0,Male,Yes,47.0,Annually,Wyoming
Shirt,S,Red,Clothing,Spring,2.0,261.1362046204621,No,Express,Debit Card,5095,57.0,Female,No,24.0,Weekly,New York
Backpack,Free Size,Gray,Accessories,Winter,4.5,81.0,No,Standard,Venmo,2564,69.0,Male,No,1.0,Every 3 Months,Massachusetts
Shorts,L,Pink,Clothing,Fall,4.1,46.0,Yes,2-Day Shipping,Debit Card,470,21.0,Male,Yes,30.0,Bi-Weekly,Alabama
Scarf,Free Size,Orange,Accessories,Winter,3.6,35.0,No,Express,Bank Transfer,2027,37.0,Male,No,45.0,Every 3 Months,Maine
Dress,M,Olive,Clothing,Fall,3.7,88.0,No,Standard,Venmo,2957,52.0,Female,No,30.0,Monthly,Montana
Sunglasses,Free Size,Brown,Accessories,Fall,2.9,66.0,No,Next Day Air,Credit Card,1995,33.0,Male,No,24.0,Weekly,Nevada
Laptop,Not Applicable,Green,Electronics,Summer,3.0,809.5398611111111,Yes,Standard,Cash,4933,44.0,Other,Yes,0.0,Monthly,Chicago
Backpack,Free Size,Black,Accessories,Summer,4.0,26.0,Yes,Standard,Venmo,111,56.0,Male,Yes,26.0,Fortnightly,New York
Hoodie,M,Silver,Clothing,Summer,3.1,30.0,Yes,Express,Venmo,1010,39.0,Male,Yes,11.0,Annually,Louisiana
Shoes,M,Green,Footwear,Spring,4.0,585.85,No,Express,PayPal,4355,46.0,Female,No,41.0,Quarterly,New York
Laptop,Not Applicable,Red,Electronics,Summer,3.1515151515151514,772.94,Yes,Standard,Cash,4743,65.0,Female,Yes,50.0,Monthly,New York
Socks,M,White,Clothing,Spring,4.7,94.0,Yes,Free Shipping,Debit Card,585,70.0,Male,Yes,20.0,Monthly,Indiana
Sweater,M,Olive,Clothing,Summer,3.8,40.0,Yes,2-Day Shipping,Bank Transfer,976,58.0,Male,Yes,2.0,Weekly,Washington
Socks,L,Blue,Clothing,Spring,2.5,38.0,No,Store Pickup,Venmo,2287,67.0,Male,No,35.0,Quarterly,South Dakota
Sandals,M,Teal,Footwear,Summer,2.6,49.0,No,Free Shipping,Bank Transfer,1978,24.0,Male,No,32.0,Annually,Florida
Phone,Not Applicable,White,Electronics,Spring,2.9156626506024095,752.5371604938272,Yes,Standard,Credit Card,4741,23.0,Male,No,0.0,Quarterly,Houston
Scarf,Free Size,Gray,Accessories,Summer,4.4,74.0,No,Next Day Air,Credit Card,2228,40.0,Male,No,42.0,Fortnightly,Washington
Backpack,Free Size,Gold,Accessories,Fall,4.5,97.0,No,Store Pickup,Bank Transfer,2019,60.0,Male,No,20.0,Weekly,Arkansas
Headphones,Not Applicable,Blue,Electronics,Winter,2.0,1430.07,No,Standard,Cash,5027,39.0,Male,No,0.0,Weekly,Houston
Watch,Not Applicable,Black,Electronics,Autumn,3.0759493670886076,1186.98,No,Standard,Credit Card,5082,56.0,Female,Yes,0.0,Weekly,Chicago
Watch,Not Applicable,Red,Electronics,Spring,3.0759493670886076,662.1159090909091,Yes,Standard,Cash,4249,19.0,Other,Yes,0.0,Quarterly,Houston
Shirt,M,Cyan,Clothing,Winter,3.4,20.0,Yes,2-Day Shipping,Cash,638,21.0,Male,Yes,46.0,Fortnightly,Tennessee
Jeans,M,Silver,Clothing,Summer,3.5,48.0,No,Store Pickup,PayPal,3357,39.0,Female,No,13.0,Bi-Weekly,Tennessee
Shirt,M,Maroon,Clothing,Spring,5.0,60.0,Yes,Standard,Venmo,777,49.0,Male,Yes,8.0,Every 3 Months,Alabama
Jeans,S,Cyan,Clothing,Winter,3.4,20.0,No,Express,Venmo,2439,32.0,Male,No,30.0,Weekly,Delaware
Blouse,M,Orange,Clothing,Fall,3.9,35.0,No,Standard,PayPal,2690,29.0,Female,No,47.0,Quarterly,Wyoming
Shoes,M,Maroon,Footwear,Winter,4.1,32.0,No,Next Day Air,Debit Card,2552,29.0,Male,No,40.0,Annually,Minnesota
Headphones,Not Applicable,Blue,Electronics,Autumn,1.0,1223.83,Yes,Standard,Credit Card,4424,69.0,Other,No,2.0,Quarterly,Chicago
Bag,Free Size,Red,Accessories,Autumn,1.0,737.5294936708862,No,Express,PayPal,4214,34.0,Other,Yes,15.0,Monthly,Phoenix
Sunglasses,Free Size,Olive,Accessories,Winter,3.5,38.0,No,Standard,Bank Transfer,3526,45.0,Female,No,47.0,Annually,Wyoming
Jeans,S,Silver,Clothing,Summer,3.8,74.0,Yes,Standard,Cash,406,41.0,Male,Yes,15.0,Annually,South Carolina
Boots,M,Charcoal,Footwear,Summer,4.4,55.0,No,2-Day Shipping,Cash,2326,44.0,Male,No,47.0,Weekly,New York
Hat,Free Size,Brown,Accessories,Summer,3.8,52.0,No,Standard,Venmo,2934,27.0,Female,No,28.0,Monthly,Illinois
Skirt,M,Gray,Clothing,Spring,3.8,94.0,Yes,Standard,Debit Card,116,53.0,Male,Yes,48.0,Every 3 Months,Wyoming
Socks,XL,Beige,Clothing,Summer,2.7,29.0,No,Next Day Air,PayPal,3208,67.0,Female,No,14.0,Annually,Arizona
Sandals,M,Gold,Footwear,Winter,2.6,98.0,No,Store Pickup,Bank Transfer,1841,42.0,Male,No,46.0,Every 3 Months,Wyoming
Jacket,L,Turquoise,Outerwear,Spring,4.9,77.0,Yes,Store Pickup,Bank Transfer,583,40.0,Male,Yes,2.0,Quarterly,Colorado
Shirt,L,Lavender,Clothing,Fall,3.5,87.0,No,Next Day Air,Credit Card,1698,36.0,Male,No,48.0,Every 3 Months,South Carolina
Shirt,L,Lavender,Clothing,Fall,3.5,87.0,No,Next Day Air,Credit Card,1698,36.0,Male,No,48.0,Every 3 Months,South Carolina
Sunglasses,Free Size,Orange,Accessories,Winter,3.5,31.0,Yes,2-Day Shipping,Venmo,739,56.0,Male,Yes,27.0,Quarterly,Minnesota
Sunglasses,Free Size,Peach,Accessories,Winter,4.9,30.0,No,Express,Credit Card,3142,36.0,Female,No,47.0,Bi-Weekly,Mississippi
Handbag,Free Size,Gray,Accessories,Spring,3.5,92.0,No,Standard,Credit Card,3538,57.0,Female,No,40.0,Every 3 Months,Georgia
T-shirt,M,Violet,Clothing,Winter,3.4,66.0,No,Standard,PayPal,2249,63.0,Male,No,19.0,Fortnightly,Rhode Island
Bag,Free Size,Blue,Accessories,Spring,3.159090909090909,187.34,Yes,Express,PayPal,4557,51.0,Other,Yes,0.0,Weekly,Los Angeles
Blouse,M,Blue,Clothing,Spring,3.3,70.0,Yes,2-Day Shipping,Debit Card,1054,59.0,Male,No,10.0,Bi-Weekly,Kansas
Shoes,S,Olive,Footwear,Winter,4.4,59.0,Yes,Next Day Air,Bank Transfer,346,48.0,Male,Yes,27.0,Annually,Wyoming
Jacket,M,Silver,Outerwear,Fall,4.0,56.0,Yes,Next Day Air,Debit Card,1387,68.0,Male,No,4.0,Quarterly,Oregon
Dress,M,Cyan,Clothing,Summer,2.5,45.0,Yes,Free Shipping,Credit Card,1399,30.0,Male,No,25.0,Weekly,Texas
Shorts,L,Maroon,Clothing,Winter,4.2,40.0,No,Store Pickup,PayPal,1900,32.0,Male,No,42.0,Weekly,New York
Coat,S,Lavender,Outerwear,Spring,4.5,84.0,No,Store Pickup,Venmo,2323,39.0,Male,No,21.0,Fortnightly,Connecticut
Jacket,M,Cyan,Outerwear,Spring,3.4,53.0,No,Standard,Bank Transfer,2750,64.0,Female,No,15.0,Annually,Vermont
Coat,L,Silver,Outerwear,Summer,4.1,24.0,Yes,Express,PayPal,922,70.0,Male,Yes,18.0,Weekly,South Dakota
Dress,L,Gold,Clothing,Summer,3.3,53.0,Yes,Next Day Air,Debit Card,78,22.0,Male,Yes,36.0,Fortnightly,Delaware
Gloves,Free Size,Magenta,Accessories,Spring,3.9,40.0,Yes,Next Day Air,Bank Transfer,651,34.0,Male,Yes,12.0,Annually,Florida
Hoodie,M,White,Clothing,Spring,5.0,36.0,No,Free Shipping,Credit Card,1933,42.0,Male,No,47.0,Every 3 Months,Maryland
Handbag,Free Size,Brown,Accessories,Summer,3.1,44.0,No,Store Pickup,Bank Transfer,1747,65.0,Male,No,44.0,Fortnightly,Alabama
Jewelry,Free Size,Red,Accessories,Spring,3.6,20.0,Yes,Next Day Air,Credit Card,27,38.0,Male,Yes,13.0,Annually,Nevada
Shirt,M,Olive,Clothing,Summer,4.8,82.0,Yes,Standard,Venmo,325,37.0,Male,Yes,37.0,Quarterly,Wyoming
Headphones,Not Applicable,Green,Electronics,Winter,5.0,297.78,Yes,Express,Cash,4237,27.0,Male,Yes,44.0,Quarterly,Los Angeles
Phone,Not Applicable,White,Electronics,Spring,2.9156626506024095,752.5371604938272,Yes,Express,Credit Card,4794,52.0,Female,No,41.0,Weekly,Phoenix
Shoes,M,Red,Footwear,Autumn,4.0,1277.16,Yes,Express,Debit Card,4804,62.0,Female,Yes,15.0,Quarterly,Chicago
Gloves,Free Size,Yellow,Accessories,Winter,4.9,49.0,Yes,Next Day Air,Debit Card,1287,40.0,Male,No,44.0,Fortnightly,West Virginia
Gloves,Free Size,Silver,Accessories,Fall,3.0,76.0,Yes,Free Shipping,Cash,1102,30.0,Male,No,39.0,Fortnightly,Delaware
Pants,M,Violet,Clothing,Winter,4.0,74.0,Yes,Next Day Air,Bank Transfer,1323,23.0,Male,No,17.0,Quarterly,Washington
Skirt,L,Violet,Clothing,Fall,2.6,25.0,Yes,Next Day Air,Bank Transfer,1115,55.0,Male,No,47.0,Every 3 Months,New Hampshire
Sweater,L,Gold,Clothing,Spring,3.2,81.0,Yes,Next Day Air,PayPal,1656,37.0,Male,No,4.0,Monthly,Arizona
Skirt,L,Teal,Clothing,Summer,3.2,65.0,No,Free Shipping,Debit Card,3706,28.0,Female,No,2.0,Annually,Colorado
Pants,S,Cyan,Clothing,Fall,2.8,30.0,Yes,Express,PayPal,503,59.0,Male,Yes,8.0,Fortnightly,South Carolina
Dress,L,Turquoise,Clothing,Summer,4.3,86.0,No,Next Day Air,Bank Transfer,2879,63.0,Female,No,13.0,Annually,California
Jewelry,Free Size,Cyan,Accessories,Spring,3.3,42.0,Yes,Store Pickup,Venmo,1150,21.0,Male,No,40.0,Annually,Georgia
Dress,M,Teal,Clothing,Spring,3.3,64.0,No,Store Pickup,Bank Transfer,3089,34.0,Female,No,35.0,Quarterly,Arkansas
Phone,Not Applicable,Blue,Electronics,Winter,2.0,752.5371604938272,No,Express,Debit Card,4643,50.0,Male,Yes,44.0,Monthly,Phoenix
Boots,M,Gray,Footwear,Summer,4.8,44.0,No,2-Day Shipping,PayPal,3433,36.0,Female,No,46.0,Every 3 Months,Connecticut
Hat,Free Size,Cyan,Accessories,Winter,3.4,76.0,Yes,Store Pickup,Cash,432,43.0,Male,Yes,33.0,Fortnightly,New Hampshire
Scarf,Free Size,Brown,Accessories,Fall,3.8,31.0,No,Express,PayPal,2386,41.0,Male,No,12.0,Weekly,Oklahoma
Backpack,Free Size,Indigo,Accessories,Summer,4.2,30.0,No,Next Day Air,Cash,2684,68.0,Female,No,21.0,Fortnightly,Montana
Backpack,Free Size,Brown,Accessories,Summer,2.9,31.0,No,Express,PayPal,3024,50.0,Female,No,4.0,Quarterly,Indiana
Pants,M,Orange,Clothing,Winter,4.3,28.0,No,Express,Cash,3492,22.0,Female,No,15.0,Monthly,Maine
Gloves,Free Size,Turquoise,Accessories,Spring,3.8,40.0,No,2-Day Shipping,PayPal,2478,25.0,Male,No,29.0,Weekly,California
Backpack,Free Size,Violet,Accessories,Summer,4.2,40.0,No,Standard,Bank Transfer,2498,35.0,Male,No,28.0,Annually,Colorado
Gloves,Free Size,Cyan,Accessories,Fall,4.3,56.0,No,Next Day Air,Cash,3609,24.0,Female,No,2.0,Every 3 Months,Tennessee
Pants,L,Blue,Clothing,Spring,4.3,44.0,Yes,Free Shipping,Venmo,855,21.0,Male,Yes,22.0,Monthly,California
Boots,M,Magenta,Footwear,Winter,2.7,67.0,No,Free Shipping,Bank Transfer,3045,21.0,Female,No,10.0,Quarterly,North Carolina
Watch,Not Applicable,Green,Electronics,Autumn,3.0759493670886076,662.1159090909091,Yes,Express,Cash,4863,24.0,Female,Yes,0.0,Monthly,New York
Phone,Not Applicable,Black,Electronics,Spring,4.0,1318.69,Yes,Standard,Cash,4425,24.0,Male,Yes,0.0,Quarterly,Chicago
Blouse,S,Green,Clothing,Fall,3.8,97.0,No,Express,Venmo,3113,19.0,Female,No,26.0,Annually,Texas
Jewelry,Free Size,Gray,Accessories,Summer,4.2,81.0,No,Next Day Air,Credit Card,1781,67.0,Male,No,49.0,Weekly,North Dakota
Jacket,L,Blue,Outerwear,Spring,4.7,25.0,Yes,2-Day Shipping,Bank Transfer,1453,60.0,Male,No,11.0,Quarterly,Colorado
Hoodie,XL,Magenta,Clothing,Fall,3.8,91.0,No,Store Pickup,Credit Card,2813,66.0,Female,No,1.0,Every 3 Months,North Dakota
Shoes,S,Black,Footwear,Summer,3.5454545454545454,309.93,Yes,Standard,Cash,4360,50.0,Male,Yes,33.0,Monthly,Chicago
Sunglasses,Free Size,Cyan,Accessories,Winter,3.1,44.0,Yes,Next Day Air,Bank Transfer,1677,27.0,Male,No,34.0,Weekly,West Virginia
Skirt,M,Maroon,Clothing,Winter,3.6,83.0,No,Next Day Air,Debit Card,2157,38.0,Male,No,41.0,Bi-Weekly,Missouri
Socks,S,Beige,Clothing,Fall,2.8,74.0,No,Express,Venmo,3243,45.0,Female,No,17.0,Weekly,Oregon
Shirt,S,Black,Clothing,Spring,4.2,34.0,No,Store Pickup,Credit Card,2639,22.0,Male,No,35.0,Annually,Hawaii
Gloves,Free Size,Turquoise,Accessories,Summer,2.5,40.0,Yes,Standard,Credit Card,979,56.0,Male,Yes,33.0,Weekly,Colorado
Bag,Free Size,White,Accessories,Spring,3.159090909090909,737.5294936708862,Yes,Standard,PayPal,4905,41.0,Female,No,0.0,Quarterly,Los Angeles
Pants,XL,Turquoise,Clothing,Summer,2.8,66.0,No,Express,Cash,3164,49.0,Female,No,36.0,Monthly,Nebraska
Hoodie,M,Green,Clothing,Spring,4.8,100.0,No,Free Shipping,Bank Transfer,3838,45.0,Female,No,33.0,Fortnightly,New Mexico
Socks,M,Charcoal,Clothing,Winter,3.7,25.0,No,Next Day Air,Debit Card,2372,67.0,Male,No,28.0,Annually,Indiana
Hoodie,L,Maroon,Clothing,Summer,3.8,24.0,No,Free Shipping,Venmo,3385,39.0,Female,No,9.0,Quarterly,Minnesota
Bag,Free Size,Green,Accessories,Summer,5.0,82.06,Yes,Standard,Cash,4561,53.0,Male,No,8.0,Weekly,Los Angeles
Jacket,L,Gray,Outerwear,Summer,4.6,93.0,No,Free Shipping,PayPal,3834,44.0,Female,No,17.0,Every 3 Months,Arizona
Jacket,M,Cyan,Outerwear,Fall,2.7,45.0,No,Free Shipping,Bank Transfer,3642,51.0,Female,No,39.0,Every 3 Months,New York
Backpack,Free Size,Gray,Accessories,Fall,2.8,30.0,No,Standard,Cash,3678,32.0,Female,No,43.0,Annually,Michigan
Sweater,L,Orange,Clothing,Summer,3.7,85.0,Yes,Standard,Debit Card,373,24.0,Male,Yes,7.0,Weekly,Pennsylvania
Bag,Free Size,Blue,Accessories,Summer,3.0,1002.35,No,Express,Cash,4625,49.0,Male,Yes,0.0,Weekly,New York
Shorts,M,Black,Clothing,Fall,2.8,40.0,No,Next Day Air,Bank Transfer,3256,57.0,Female,No,36.0,Monthly,New Jersey
Jacket,M,Gold,Outerwear,Fall,3.3,24.0,No,Standard,Cash,2795,33.0,Female,No,7.0,Fortnightly,New York
Socks,XL,Purple,Clothing,Winter,4.6,51.0,No,2-Day Shipping,Credit Card,2138,27.0,Male,No,20.0,Every 3 Months,Indiana
Shirt,L,Black,Clothing,Summer,3.4741258741258743,261.1362046204621,Yes,Express,Credit Card,4591,58.0,Other,No,0.0,Quarterly,New York
Laptop,Not Applicable,Black,Electronics,Spring,3.1515151515151514,809.5398611111111,No,Standard,Cash,4738,57.0,Male,No,0.0,Quarterly,New York
Pants,M,Cyan,Clothing,Winter,4.4,82.0,No,Store Pickup,Venmo,3475,41.0,Female,No,18.0,Monthly,Maine
Gloves,Free Size,Violet,Accessories,Summer,3.7,26.0,No,Store Pickup,PayPal,1791,50.0,Male,No,31.0,Bi-Weekly,North Carolina
Belt,Free Size,Charcoal,Accessories,Winter,3.7,21.0,Yes,Standard,Venmo,846,31.0,Male,Yes,30.0,Monthly,Michigan
Jewelry,Free Size,Peach,Accessories,Fall,2.7,31.0,No,Free Shipping,Venmo,2110,59.0,Male,No,28.0,Every 3 Months,California
Hat,Free Size,Yellow,Accessories,Summer,4.7,82.0,Yes,Express,Debit Card,685,63.0,Male,Yes,42.0,Monthly,Alabama
Sandals,M,Red,Footwear,Winter,2.5,45.0,Yes,Free Shipping,Credit Card,747,40.0,Male,Yes,47.0,Annually,Michigan
Hat,Free Size,Yellow,Accessories,Summer,3.5,46.0,Yes,Standard,Credit Card,775,42.0,Male,Yes,11.0,Quarterly,Nevada
Headphones,Not Applicable,Green,Electronics,Autumn,1.0,825.1690217391305,No,Standard,Credit Card,4316,23.0,Female,No,0.0,Weekly,New York
Sweater,M,Orange,Clothing,Winter,3.7,97.0,Yes,Standard,Bank Transfer,1329,37.0,Male,No,40.0,Weekly,Rhode Island
Jewelry,Free Size,Peach,Accessories,Summer,2.6,50.0,Yes,Next Day Air,PayPal,438,45.0,Male,Yes,41.0,Annually,New Mexico
Shoes,M,Black,Footwear,Autumn,3.5454545454545454,277.3683027522936,No,Express,Credit Card,4450,20.0,Male,No,0.0,Monthly,Los Angeles
Blouse,M,Violet,Clothing,Winter,2.6,32.0,No,Next Day Air,Venmo,3645,35.0,Female,No,18.0,Weekly,Arkansas
Shoes,L,Maroon,Footwear,Summer,2.6,96.0,Yes,Express,Credit Card,82,67.0,Male,Yes,36.0,Every 3 Months,Virginia
Phone,Not Applicable,Blue,Electronics,Spring,2.9156626506024095,719.91,Yes,Standard,Debit Card,4846,34.0,Female,No,0.0,Monthly,Los Angeles
Hat,Free Size,Peach,Accessories,Fall,3.2,62.0,No,Free Shipping,Cash,3712,69.0,Female,No,33.0,Annually,Texas
Shorts,M,Lavender,Clothing,Spring,3.6,72.0,No,Express,Credit Card,2468,27.0,Male,No,28.0,Annually,New Jersey
Phone,Not Applicable,Red,Electronics,Summer,2.0,1067.74,No,Standard,Credit Card,4886,23.0,Male,Yes,0.0,Monthly,Los Angeles
Shorts,L,Cyan,Clothing,Summer,5.0,56.0,Yes,Standard,Bank Transfer,28,56.0,Male,Yes,7.0,Every 3 Months,Kentucky
Phone,Not Applicable,Red,Electronics,Spring,1.0,752.5371604938272,No,Express,Credit Card,4579,18.0,Female,No,0.0,Quarterly,New York
Shoes,M,Black,Footwear,Summer,3.0,277.3683027522936,No,Standard,Credit Card,4567,54.0,Female,No,31.0,Monthly,Chicago
Gloves,Free Size,Orange,Accessories,Fall,4.7,22.0,No,Next Day Air,Bank Transfer,2935,38.0,Female,No,41.0,Quarterly,Idaho
Jewelry,Free Size,Purple,Accessories,Spring,5.0,78.0,Yes,Store Pickup,Bank Transfer,375,69.0,Male,Yes,39.0,Monthly,Ohio
Pants,S,Magenta,Clothing,Summer,4.8,71.0,No,2-Day Shipping,Venmo,1679,41.0,Male,No,30.0,Fortnightly,Ohio
Handbag,Free Size,Gray,Accessories,Spring,4.9,23.0,No,Standard,Bank Transfer,3293,62.0,Female,No,18.0,Fortnightly,Missouri
Watch,Not Applicable,Black,Electronics,Autumn,3.0759493670886076,116.74,No,Express,PayPal,4996,56.0,Other,No,27.0,Monthly,New York
Sunglasses,Free Size,Olive,Accessories,Spring,4.9,27.0,No,Express,Credit Card,2695,66.0,Female,No,34.0,Every 3 Months,Louisiana
Shirt,M,Red,Clothing,Summer,4.0,261.1362046204621,Yes,Standard,Cash,4250,24.0,Other,No,0.0,Monthly,Houston
Hat,Free Size,Beige,Accessories,Winter,4.8,77.0,No,Free Shipping,Venmo,1838,41.0,Male,No,8.0,Monthly,Montana
Gloves,Free Size,Yellow,Accessories,Summer,3.4,23.0,Yes,Next Day Air,Bank Transfer,449,32.0,Male,Yes,35.0,Fortnightly,Missouri
Shirt,M,Pink,Clothing,Winter,3.8,62.0,Yes,Express,PayPal,815,31.0,Male,Yes,8.0,Monthly,Minnesota
Bag,Free Size,Green,Accessories,Winter,3.159090909090909,737.5294936708862,No,Standard,Debit Card,4120,65.0,Other,Yes,0.0,Monthly,Chicago
Dress,M,Olive,Clothing,Summer,3.7,99.0,No,Store Pickup,Venmo,3007,37.0,Female,No,17.0,Bi-Weekly,Utah
Sneakers,S,Charcoal,Footwear,Summer,4.8,90.0,Yes,2-Day Shipping,Venmo,1463,38.0,Male,No,2.0,Quarterly,Utah
Handbag,Free Size,Brown,Accessories,Fall,4.3,90.0,No,Free Shipping,Cash,3156,22.0,Female,No,34.0,Annually,Montana
Sweater,M,Black,Clothing,Fall,4.7,81.0,No,Express,Credit Card,3245,65.0,Female,No,42.0,Annually,Arkansas
Shoes,L,Indigo,Footwear,Winter,3.1,74.0,No,2-Day Shipping,Bank Transfer,3661,19.0,Female,No,13.0,Fortnightly,Arkansas
Shirt,L,Orange,Clothing,Spring,2.9,38.0,No,Standard,Venmo,2518,64.0,Male,No,10.0,Annually,Wyoming
